# solver=pic plane=y turns=8192 n_macro=100000 records=8192
# q_bare=0.32 xi=0.005000000000000001
# q_sigma=0.319996520227176 q_pi=0.326028674649388 lambda=1.2064308844423997
tune	amp_sigma	amp_pi
0.0135498046875	2.3175882991094237e-8	4.887253008412351e-7
0.013671875	1.4323919707451778e-8	1.087655605190739e-6
0.0137939453125	8.436254844207686e-9	1.9221354529538887e-6
0.013916015625	5.000781244060852e-9	2.446086625396094e-6
0.0140380859375	1.0103162419137867e-8	1.1045004754622306e-6
0.01416015625	8.17762171453731e-9	1.552593711949167e-6
0.0142822265625	2.242598423866213e-9	3.3488410295280904e-6
0.014404296875	7.09833463835816e-9	2.3465328302483126e-6
0.0145263671875	1.44791916742865e-8	1.5861980077570658e-6
0.0146484375	1.3604093447472091e-8	1.2160353050440012e-6
0.0147705078125	3.5801485456390375e-9	1.0935893920027614e-6
0.014892578125	6.392238440751309e-9	8.508435079505308e-7
0.0150146484375	1.8543960544875315e-8	1.189139921522326e-6
0.01513671875	1.3473964503339585e-8	1.8405704765769532e-6
0.0152587890625	1.717732708914443e-8	1.189571711695016e-6
0.015380859375	1.838453760112204e-8	2.65427892786118e-6
0.0155029296875	1.4631142520082959e-8	3.951685110850043e-6
0.015625	2.0024222408321287e-8	3.4283806793861877e-6
0.0157470703125	1.5942925337692192e-8	1.6925576734738948e-6
0.015869140625	5.453589829367333e-8	8.801650374761592e-7
0.0159912109375	3.401143105733658e-8	6.261922755092765e-7
0.01611328125	1.1775077651187119e-8	2.245708762431173e-6
0.0162353515625	3.2666697888588175e-8	3.628758269158293e-6
0.016357421875	3.784676173795405e-8	3.4253343125683883e-6
0.0164794921875	7.3685957215368755e-9	2.5545888243374018e-6
0.0166015625	2.8075283264112416e-8	1.911547266392388e-6
0.0167236328125	5.519161026191877e-8	1.0369585956886808e-6
0.016845703125	6.204745862208717e-8	9.432936124836734e-7
0.0169677734375	1.4800273224439527e-8	1.0906944465176262e-6
0.01708984375	6.008690042868723e-8	2.2499184003139944e-6
0.0172119140625	4.1399337196170935e-8	2.1415811500077474e-6
0.017333984375	2.6831008515333114e-8	2.4881068804878414e-7
0.0174560546875	3.709816302063107e-8	1.107910139868438e-6
0.017578125	4.316060491790795e-8	1.7030576161362434e-6
0.0177001953125	8.870798038525472e-8	2.4772946639162387e-6
0.017822265625	1.1019133233569252e-7	1.552961465560991e-6
0.0179443359375	1.331928175725273e-7	1.384028655540737e-6
0.01806640625	1.1318785778115085e-7	9.490280579897176e-7
0.0181884765625	5.067453410164896e-8	5.111896503234797e-7
0.018310546875	1.4776804007067168e-9	9.928846179604518e-7
0.0184326171875	6.169804727703226e-8	1.0378790871165643e-6
0.0185546875	8.775779941745685e-8	6.730932946495352e-7
0.0186767578125	1.495742417712259e-7	3.3321460548841024e-7
0.018798828125	1.5992830520219253e-7	2.7875052783074835e-7
0.0189208984375	9.532758565114008e-8	7.32803046168797e-7
0.01904296875	3.184341116921767e-8	5.828511179348192e-7
0.0191650390625	2.2991613362663226e-7	1.0851505672346664e-7
0.019287109375	2.3421711164244923e-7	1.103535139136026e-7
0.0194091796875	1.0411487880447405e-7	2.0604804338773642e-7
0.01953125	1.2431565260418531e-7	3.6531355258773663e-7
0.0196533203125	9.437692290498189e-8	3.217181090563417e-7
0.019775390625	1.7463214796090266e-7	2.86422546151436e-7
0.0198974609375	1.172795141123429e-7	2.3472258171692886e-7
0.02001953125	1.5069545673698193e-7	5.8010729983404853e-8
0.0201416015625	2.233200621089892e-7	1.4727890989901228e-7
0.020263671875	2.176691722583165e-7	3.766955955900478e-7
0.0203857421875	3.229362026973831e-7	2.476515039377721e-7
0.0205078125	2.03256637406376e-7	1.6247730567266455e-7
0.0206298828125	2.502705499038193e-7	3.4918875709992e-7
0.020751953125	4.15044739250106e-8	2.0188243525168718e-7
0.0208740234375	2.919059079636424e-7	2.566615078213165e-7
0.02099609375	4.3116712156494e-7	1.865393757886111e-7
0.0211181640625	2.9131027258756845e-7	7.489628216992463e-8
0.021240234375	8.60907230793822e-8	1.697184639892019e-7
0.0213623046875	4.597657933592197e-8	1.4346493429833177e-7
0.021484375	2.0187722756797374e-7	2.0084953372788943e-7
0.0216064453125	4.487426212566813e-7	2.662993258985393e-7
0.021728515625	3.443492609356042e-7	6.648009868907349e-7
0.0218505859375	2.81829860347145e-7	3.1538686519826542e-6
0.02197265625	1.1097095183625108e-7	3.6004791788823307e-6
0.0220947265625	3.364845376937337e-7	1.1972744318013637e-6
0.022216796875	5.316345457436237e-7	3.3566744892658024e-7
0.0223388671875	1.3700013250234422e-7	1.7059631712409476e-7
0.0224609375	2.3995123843738555e-7	3.135254076723748e-8
0.0225830078125	1.9475413630563515e-7	4.812265131438196e-7
0.022705078125	2.0226860953605664e-7	4.6756316676018474e-7
0.0228271484375	1.544963987186247e-7	3.3512569651268513e-7
0.02294921875	2.6045262908013206e-7	2.456978549167462e-7
0.0230712890625	4.306826895132754e-7	5.046519353708949e-7
0.023193359375	2.9839319204969473e-7	2.1154244402825847e-7
0.0233154296875	9.367015115865754e-8	1.2985081521210421e-6
0.0234375	2.5569767784050617e-7	1.6542489040757198e-6
0.0235595703125	2.947554981046809e-7	5.065144587871277e-7
0.023681640625	4.605154258918364e-7	6.466975749444972e-7
0.0238037109375	7.87598338197564e-7	9.756438176298707e-7
0.02392578125	5.439943141759693e-7	7.548832112740488e-7
0.0240478515625	2.615510374757749e-7	5.648406138788245e-7
0.024169921875	1.78337296956587e-7	2.1012867568344405e-7
0.0242919921875	4.408221038565595e-7	1.7279055543535625e-7
0.0244140625	7.518685880858301e-7	1.5155240754011368e-7
0.0245361328125	5.126778827570328e-7	3.010245995526032e-7
0.024658203125	1.1109143072327336e-7	1.2360475649407807e-7
0.0247802734375	2.5645838164365124e-7	1.0834328204125363e-6
0.02490234375	4.7121952671032276e-7	1.8311591163604924e-6
0.0250244140625	3.743756601157628e-7	6.27142659378859e-7
0.025146484375	1.8985235807650095e-7	1.2762558550400643e-6
0.0252685546875	6.096380544255101e-7	2.735586369874792e-6
0.025390625	3.906124488618188e-7	1.1591849327819705e-6
0.0255126953125	3.119216930609431e-7	3.5205834103312458e-6
0.025634765625	2.540277410343096e-7	1.7913478249626163e-6
0.0257568359375	2.2293662117048908e-7	3.3984757202690983e-6
0.02587890625	3.3930737386786444e-7	6.21087825406836e-6
0.0260009765625	5.8545425100835e-7	5.421871453650517e-6
0.026123046875	5.73964937341296e-7	4.436079592953881e-6
0.0262451171875	3.318257862157843e-7	2.7695550782404003e-6
0.0263671875	2.0328820162605015e-7	2.0548053511200515e-6
0.0264892578125	7.467995139751079e-8	6.499513042800115e-6
0.026611328125	5.610589874160468e-8	9.988390216884936e-6
0.0267333984375	1.246761378695306e-7	7.399569663352277e-6
0.02685546875	9.161676806049259e-8	6.664972752600176e-6
0.0269775390625	1.723856356276345e-8	4.397315079787197e-6
0.027099609375	1.4807218988735225e-7	2.0366683983640656e-6
0.0272216796875	9.985869539252068e-8	2.8377122918392934e-6
0.02734375	6.08294039256179e-8	1.1140836238424967e-5
0.0274658203125	4.7989034074339865e-8	5.970260920723751e-6
0.027587890625	7.848910501363204e-9	7.989723637185502e-6
0.0277099609375	4.065466431760645e-8	1.1579705835075987e-5
0.02783203125	4.2854492806815935e-8	4.4728361006951225e-6
0.0279541015625	3.250804235832589e-8	1.2670883902844998e-5
0.028076171875	2.56999573824703e-8	2.69435659927703e-5
0.0281982421875	2.481507346638662e-8	1.7332613967726563e-5
0.0283203125	1.1302066752351463e-8	2.4001273932369233e-5
0.0284423828125	2.594117778238696e-8	3.815508073665141e-5
0.028564453125	2.0191632853098297e-8	2.2395638799445142e-5
0.0286865234375	1.3040751996236802e-8	1.5174435606470104e-5
0.02880859375	9.89140897804165e-9	2.1607750634723007e-5
0.0289306640625	1.9350587259507658e-8	2.005342747003338e-5
0.029052734375	8.741020438321562e-9	2.1085230232328433e-5
0.0291748046875	1.724044694423009e-8	7.1884980067553845e-6
0.029296875	2.831775191897522e-8	2.314277514697307e-5
0.0294189453125	3.002035550240187e-8	2.974852968221448e-5
0.029541015625	1.944471581454868e-8	6.8681350539016746e-6
0.0296630859375	1.8061960996086804e-8	2.3874129740463885e-5
0.02978515625	1.6645811621089623e-8	2.102133644494555e-5
0.0299072265625	1.5650462824379994e-8	2.544266607393778e-5
0.030029296875	1.9723819377125853e-8	3.7964328325406966e-5
0.0301513671875	2.817990455539293e-8	3.6564376354797205e-5
0.0302734375	2.3220690986653693e-8	1.8397212850243768e-5
0.0303955078125	3.3879920457972004e-8	1.5154990181175512e-5
0.030517578125	2.2469322543613064e-8	2.5420329163829522e-5
0.0306396484375	7.977474758206187e-9	2.8070585093611863e-5
0.03076171875	1.6902846539998628e-8	2.445108880492142e-5
0.0308837890625	7.046088119890044e-9	2.0259554857811773e-5
0.031005859375	2.0651865836511486e-8	2.3146632275702984e-5
0.0311279296875	1.9673184082470442e-8	4.429551380868248e-5
0.03125	2.634491097985144e-8	4.659436850911047e-5
0.0313720703125	1.1241630457464638e-8	1.9496695744864618e-5
0.031494140625	1.2239925057253536e-8	2.8340811149548883e-5
0.0316162109375	1.067131899488605e-8	2.2027959208941765e-5
0.03173828125	2.956937976451416e-8	1.2138866038573417e-5
0.0318603515625	2.080076687461862e-8	1.6649820930390594e-5
0.031982421875	1.4173105281137264e-8	3.879269982056914e-6
0.0321044921875	2.623660858610989e-8	1.9167402689700637e-5
0.0322265625	3.423234582983875e-8	3.0087461430145553e-5
0.0323486328125	7.529901536936184e-9	2.7782942031998414e-5
0.032470703125	1.955973561951482e-9	6.507446105629333e-5
0.0325927734375	1.049523726425276e-8	3.2150763903400506e-5
0.03271484375	2.194588211449833e-8	3.4539706844069606e-6
0.0328369140625	2.981096761672526e-8	9.311476080857038e-5
0.032958984375	1.5887529066081244e-8	8.307355412197993e-5
0.0330810546875	3.945907929112992e-8	1.6042092921825538e-5
0.033203125	2.741932355111908e-8	7.271423486278243e-5
0.0333251953125	5.8887839938013116e-8	9.176535576667578e-5
0.033447265625	5.944078292874556e-8	7.887856839770272e-5
0.0335693359375	4.720956714883694e-8	3.76254001562879e-5
0.03369140625	6.21889934712634e-8	3.213229815046774e-5
0.0338134765625	3.389483707755097e-8	1.91673667924517e-5
0.033935546875	1.71885142772398e-8	3.3659912846540136e-5
0.0340576171875	3.807864190225059e-8	3.5075638892145025e-5
0.0341796875	4.9833313218702727e-8	2.107645259192684e-5
0.0343017578125	7.376860713274307e-8	2.084401825070178e-5
0.034423828125	6.5727156469757e-8	4.1092311076963754e-5
0.0345458984375	2.9453371597212856e-8	6.321144380371943e-5
0.03466796875	3.6459157173859306e-8	6.320852746589654e-5
0.0347900390625	5.7411264527967596e-8	4.096189553819817e-5
0.034912109375	6.503432382280968e-9	3.2928137414879104e-5
0.0350341796875	7.127137360210156e-8	4.783127122720816e-5
0.03515625	6.381655673125307e-8	3.0974898750822515e-5
0.0352783203125	5.185817840863266e-8	3.2309062765130555e-5
0.035400390625	9.137132667378765e-8	5.8478634635166255e-5
0.0355224609375	7.226350896039984e-8	4.835277813278153e-5
0.03564453125	3.4466824516914744e-8	2.8928904850656186e-5
0.0357666015625	1.7083296719591857e-8	9.146041251061268e-6
0.035888671875	5.954484490774492e-8	1.2320214010694919e-5
0.0360107421875	5.6343575541867436e-8	2.5353661622405486e-5
0.0361328125	8.710389313189385e-8	2.1950875522827704e-5
0.0362548828125	5.549430705513794e-8	3.0930689636756485e-5
0.036376953125	2.353931610118022e-8	3.662752506287088e-5
0.0364990234375	3.883505508505254e-8	1.817838658664642e-5
0.03662109375	6.628563661133698e-8	1.0978901234215693e-5
0.0367431640625	9.887153810927473e-8	1.631981482878656e-5
0.036865234375	1.0961541541050048e-7	3.649300137070338e-5
0.0369873046875	7.651019787773706e-8	2.08991437272811e-5
0.037109375	4.681514748707968e-8	4.137590524047125e-6
0.0372314453125	6.798384619096259e-8	1.0492558014877785e-5
0.037353515625	7.092984861185603e-8	3.2437639376417928e-6
0.0374755859375	1.9708805283096594e-8	7.011626614796846e-6
0.03759765625	4.2031516615208996e-8	8.661013616267196e-6
0.0377197265625	2.640747200554725e-8	5.89653880086751e-6
0.037841796875	8.965525990204427e-8	4.4789335805795085e-6
0.0379638671875	1.0405590026843816e-7	2.245935318288138e-6
0.0380859375	4.215278245111872e-8	1.1645180122857253e-6
0.0382080078125	1.2814403945588107e-7	1.3923806332189715e-6
0.038330078125	4.8680811547567235e-8	9.400241324290966e-7
0.0384521484375	7.149923404361754e-8	1.0512048865093294e-7
0.03857421875	8.39597108079181e-8	1.590322331334305e-7
